NYSOFA County Code,County Name,Year,Meal Units Served,Meal Type
8,Chenango,1992,48969,Home Delivered Meals
9,Clinton,1992,34496,Congregate Meals
9,Clinton,1992,105019,Home Delivered Meals
10,Columbia,1992,27867,Congregate Meals
10,Columbia,1992,60590,Home Delivered Meals
11,Cortland,1992,55950,Congregate Meals
11,Cortland,1992,51411,Home Delivered Meals
12,Delaware,1992,40496,Congregate Meals
12,Delaware,1992,37407,Home Delivered Meals
13,Dutchess,1992,53728,Congregate Meals
13,Dutchess,1992,78486,Home Delivered Meals
14,Erie,1992,575871,Congregate Meals
14,Erie,1992,714092,Home Delivered Meals
15,Essex,1992,45977,Congregate Meals
15,Essex,1992,118138,Home Delivered Meals
16,Franklin,1992,72306,Congregate Meals
16,Franklin,1992,85306,Home Delivered Meals
17,Fulton,1992,23919,Congregate Meals
17,Fulton,1992,83176,Home Delivered Meals
18,Genesee,1992,26270,Congregate Meals
18,Genesee,1992,45933,Home Delivered Meals
19,Greene,1992,36966,Congregate Meals
19,Greene,1992,83667,Home Delivered Meals
21,Herkimer,1992,32012,Congregate Meals
21,Herkimer,1992,45487,Home Delivered Meals
22,Jefferson,1992,48472,Congregate Meals
22,Jefferson,1992,93067,Home Delivered Meals
23,Lewis,1992,31637,Congregate Meals
23,Lewis,1992,27295,Home Delivered Meals
24,Livingston,1992,16068,Congregate Meals
24,Livingston,1992,22942,Home Delivered Meals
25,Madison,1992,64560,Congregate Meals
25,Madison,1992,54816,Home Delivered Meals
26,Monroe,1992,250608,Congregate Meals
26,Monroe,1992,129080,Home Delivered Meals
27,Montgomery,1992,44035,Congregate Meals
27,Montgomery,1992,127860,Home Delivered Meals
28,Nassau,1992,265380,Congregate Meals
28,Nassau,1992,291053,Home Delivered Meals
29,Niagara,1992,167588,Congregate Meals
29,Niagara,1992,85430,Home Delivered Meals
30,Oneida,1992,134070,Congregate Meals
30,Oneida,1992,349328,Home Delivered Meals
31,Onondaga,1992,282697,Congregate Meals
31,Onondaga,1992,162598,Home Delivered Meals
32,Ontario,1992,30519,Congregate Meals
32,Ontario,1992,66489,Home Delivered Meals
33,Orange,1992,66779,Congregate Meals
33,Orange,1992,135792,Home Delivered Meals
34,Orleans,1992,24142,Congregate Meals
34,Orleans,1992,41244,Home Delivered Meals
35,Oswego,1992,45806,Congregate Meals
35,Oswego,1992,187471,Home Delivered Meals
36,Otsego,1992,50185,Congregate Meals
36,Otsego,1992,72057,Home Delivered Meals
37,Putnam,1992,42362,Congregate Meals
37,Putnam,1992,18743,Home Delivered Meals
38,Rensselaer,1992,54950,Congregate Meals
38,Rensselaer,1992,77359,Home Delivered Meals
39,Rockland,1992,93953,Congregate Meals
39,Rockland,1992,166665,Home Delivered Meals
40,St. Lawrence,1992,77833,Congregate Meals
40,St. Lawrence,1992,84845,Home Delivered Meals
41,Saratoga,1992,62554,Congregate Meals
41,Saratoga,1992,123507,Home Delivered Meals
42,Schenectady,1992,59430,Congregate Meals
42,Schenectady,1992,157276,Home Delivered Meals
43,Schoharie,1992,15552,Congregate Meals
43,Schoharie,1992,31272,Home Delivered Meals
44,Schuyler,1992,22135,Congregate Meals
44,Schuyler,1992,22714,Home Delivered Meals
45,Seneca,1992,25048,Congregate Meals
45,Seneca,1992,30263,Home Delivered Meals
46,Steuben,1992,54961,Congregate Meals
46,Steuben,1992,95588,Home Delivered Meals
47,Suffolk,1992,330415,Congregate Meals
47,Suffolk,1992,268699,Home Delivered Meals
48,Sullivan,1992,40762,Congregate Meals
48,Sullivan,1992,83913,Home Delivered Meals
49,Tioga,1992,18261,Congregate Meals
49,Tioga,1992,34744,Home Delivered Meals
50,Tompkins,1992,26675,Congregate Meals
50,Tompkins,1992,57502,Home Delivered Meals
51,Ulster,1992,30981,Congregate Meals
51,Ulster,1992,77122,Home Delivered Meals
52,Warren/Hamilton,1992,62851,Congregate Meals
52,Warren/Hamilton,1992,146682,Home Delivered Meals
53,Washington,1992,27049,Congregate Meals
53,Washington,1992,87506,Home Delivered Meals
54,Wayne,1992,24798,Congregate Meals
54,Wayne,1992,32029,Home Delivered Meals
55,Westchester,1992,334727,Congregate Meals
55,Westchester,1992,241523,Home Delivered Meals
56,Wyoming,1992,19240,Congregate Meals
56,Wyoming,1992,40487,Home Delivered Meals
57,Yates,1992,19621,Congregate Meals
57,Yates,1992,22388,Home Delivered Meals
60,New York City,1992,9694416,Congregate Meals
60,New York City,1992,3927995,Home Delivered Meals
62,Seneca Nation,1992,17087,Congregate Meals
62,Seneca Nation,1992,11472,Home Delivered Meals
63,St. Regis,1992,8228,Congregate Meals
63,St. Regis,1992,16681,Home Delivered Meals
1,Albany,1993,157830,Congregate Meals
1,Albany,1993,264764,Home Delivered Meals
2,Allegany,1993,24442,Congregate Meals
2,Allegany,1993,54720,Home Delivered Meals
3,Broome,1993,129681,Congregate Meals
3,Broome,1993,109566,Home Delivered Meals
4,Cattaraugus,1993,104165,Congregate Meals
4,Cattaraugus,1993,88188,Home Delivered Meals
5,Cayuga,1993,35881,Congregate Meals
5,Cayuga,1993,73468,Home Delivered Meals
6,Chautauqua,1993,75212,Congregate Meals
6,Chautauqua,1993,155931,Home Delivered Meals
7,Chemung,1993,46250,Congregate Meals
7,Chemung,1993,71660,Home Delivered Meals
8,Chenango,1993,37440,Congregate Meals
8,Chenango,1993,54831,Home Delivered Meals
9,Clinton,1993,38024,Congregate Meals
9,Clinton,1993,93511,Home Delivered Meals
10,Columbia,1993,34616,Congregate Meals
10,Columbia,1993,70743,Home Delivered Meals
11,Cortland,1993,54849,Congregate Meals
11,Cortland,1993,54462,Home Delivered Meals
12,Delaware,1993,44972,Congregate Meals
12,Delaware,1993,36799,Home Delivered Meals
13,Dutchess,1993,57120,Congregate Meals
13,Dutchess,1993,92213,Home Delivered Meals
14,Erie,1993,568593,Congregate Meals
14,Erie,1993,699588,Home Delivered Meals
15,Essex,1993,43597,Congregate Meals
15,Essex,1993,107940,Home Delivered Meals
16,Franklin,1993,73031,Congregate Meals
16,Franklin,1993,79263,Home Delivered Meals
17,Fulton,1993,20753,Congregate Meals
17,Fulton,1993,82394,Home Delivered Meals
18,Genesee,1993,22437,Congregate Meals
18,Genesee,1993,40320,Home Delivered Meals
19,Greene,1993,36688,Congregate Meals
19,Greene,1993,88712,Home Delivered Meals
21,Herkimer,1993,30977,Congregate Meals
21,Herkimer,1993,46972,Home Delivered Meals
22,Jefferson,1993,45818,Congregate Meals
22,Jefferson,1993,86991,Home Delivered Meals
23,Lewis,1993,22377,Congregate Meals
23,Lewis,1993,19685,Home Delivered Meals
24,Livingston,1993,15528,Congregate Meals
24,Livingston,1993,23691,Home Delivered Meals
25,Madison,1993,52551,Congregate Meals
25,Madison,1993,52725,Home Delivered Meals
26,Monroe,1993,233024,Congregate Meals
26,Monroe,1993,121137,Home Delivered Meals
27,Montgomery,1993,43112,Congregate Meals
27,Montgomery,1993,144357,Home Delivered Meals
28,Nassau,1993,267571,Congregate Meals
28,Nassau,1993,296179,Home Delivered Meals
29,Niagara,1993,151734,Congregate Meals
29,Niagara,1993,94659,Home Delivered Meals
30,Oneida,1993,115205,Congregate Meals
30,Oneida,1993,221274,Home Delivered Meals
31,Onondaga,1993,251205,Congregate Meals
31,Onondaga,1993,164084,Home Delivered Meals
32,Ontario,1993,29474,Congregate Meals
32,Ontario,1993,66762,Home Delivered Meals
33,Orange,1993,62061,Congregate Meals
33,Orange,1993,134604,Home Delivered Meals
34,Orleans,1993,19078,Congregate Meals
34,Orleans,1993,40415,Home Delivered Meals
35,Oswego,1993,45660,Congregate Meals
35,Oswego,1993,190849,Home Delivered Meals
36,Otsego,1993,50002,Congregate Meals
36,Otsego,1993,73925,Home Delivered Meals
37,Putnam,1993,39899,Congregate Meals
37,Putnam,1993,17120,Home Delivered Meals
38,Rensselaer,1993,54172,Congregate Meals
38,Rensselaer,1993,98097,Home Delivered Meals
39,Rockland,1993,91249,Congregate Meals
39,Rockland,1993,171381,Home Delivered Meals
40,St. Lawrence,1993,72796,Congregate Meals
40,St. Lawrence,1993,83311,Home Delivered Meals
41,Saratoga,1993,62883,Congregate Meals
41,Saratoga,1993,138918,Home Delivered Meals
42,Schenectady,1993,56721,Congregate Meals
42,Schenectady,1993,154226,Home Delivered Meals
43,Schoharie,1993,14712,Congregate Meals
43,Schoharie,1993,32179,Home Delivered Meals
44,Schuyler,1993,19691,Congregate Meals
44,Schuyler,1993,21067,Home Delivered Meals
45,Seneca,1993,25036,Congregate Meals
45,Seneca,1993,28640,Home Delivered Meals
46,Steuben,1993,50448,Congregate Meals
46,Steuben,1993,105092,Home Delivered Meals
47,Suffolk,1993,307647,Congregate Meals
47,Suffolk,1993,278018,Home Delivered Meals
48,Sullivan,1993,36039,Congregate Meals
48,Sullivan,1993,77890,Home Delivered Meals
49,Tioga,1993,21708,Congregate Meals
49,Tioga,1993,35672,Home Delivered Meals
50,Tompkins,1993,23713,Congregate Meals
50,Tompkins,1993,58218,Home Delivered Meals
51,Ulster,1993,28013,Congregate Meals
51,Ulster,1993,75685,Home Delivered Meals
52,Warren/Hamilton,1993,64915,Congregate Meals
52,Warren/Hamilton,1993,150631,Home Delivered Meals
53,Washington,1993,27819,Congregate Meals
53,Washington,1993,100708,Home Delivered Meals
54,Wayne,1993,20691,Congregate Meals
54,Wayne,1993,26250,Home Delivered Meals
55,Westchester,1993,311111,Congregate Meals
55,Westchester,1993,242563,Home Delivered Meals
56,Wyoming,1993,15493,Congregate Meals
56,Wyoming,1993,44710,Home Delivered Meals
57,Yates,1993,18701,Congregate Meals
57,Yates,1993,20643,Home Delivered Meals
60,New York City,1993,9649109,Congregate Meals
60,New York City,1993,3858079,Home Delivered Meals
62,Seneca Nation,1993,16608,Congregate Meals
62,Seneca Nation,1993,18261,Home Delivered Meals
63,St. Regis,1993,7725,Congregate Meals
63,St. Regis,1993,15480,Home Delivered Meals
1,Albany,1994,154995,Congregate Meals
1,Albany,1994,267503,Home Delivered Meals
2,Allegany,1994,22567,Congregate Meals
2,Allegany,1994,61442,Home Delivered Meals
3,Broome,1994,121825,Congregate Meals
3,Broome,1994,121596,Home Delivered Meals
4,Cattaraugus,1994,101457,Congregate Meals
4,Cattaraugus,1994,88510,Home Delivered Meals
5,Cayuga,1994,34576,Congregate Meals
5,Cayuga,1994,71290,Home Delivered Meals
6,Chautauqua,1994,75136,Congregate Meals
6,Chautauqua,1994,170731,Home Delivered Meals
7,Chemung,1994,45622,Congregate Meals
7,Chemung,1994,59837,Home Delivered Meals
8,Chenango,1994,35802,Congregate Meals
8,Chenango,1994,62514,Home Delivered Meals
9,Clinton,1994,43276,Congregate Meals
9,Clinton,1994,101659,Home Delivered Meals
10,Columbia,1994,35333,Congregate Meals
10,Columbia,1994,72123,Home Delivered Meals
11,Cortland,1994,52449,Congregate Meals
11,Cortland,1994,54292,Home Delivered Meals
12,Delaware,1994,44804,Congregate Meals
12,Delaware,1994,46355,Home Delivered Meals
13,Dutchess,1994,56738,Congregate Meals
13,Dutchess,1994,108069,Home Delivered Meals
14,Erie,1994,573758,Congregate Meals
14,Erie,1994,708416,Home Delivered Meals
15,Essex,1994,43785,Congregate Meals
15,Essex,1994,94576,Home Delivered Meals
16,Franklin,1994,70926,Congregate Meals
16,Franklin,1994,88073,Home Delivered Meals
17,Fulton,1994,21163,Congregate Meals
17,Fulton,1994,85097,Home Delivered Meals
18,Genesee,1994,23219,Congregate Meals
18,Genesee,1994,59428,Home Delivered Meals
19,Greene,1994,36577,Congregate Meals
19,Greene,1994,89445,Home Delivered Meals
21,Herkimer,1994,30927,Congregate Meals
21,Herkimer,1994,57338,Home Delivered Meals
22,Jefferson,1994,44079,Congregate Meals
22,Jefferson,1994,89311,Home Delivered Meals
23,Lewis,1994,21187,Congregate Meals
23,Lewis,1994,17657,Home Delivered Meals
24,Livingston,1994,14610,Congregate Meals
24,Livingston,1994,24099,Home Delivered Meals
25,Madison,1994,46918,Congregate Meals
25,Madison,1994,50214,Home Delivered Meals
26,Monroe,1994,220906,Congregate Meals
26,Monroe,1994,133856,Home Delivered Meals
27,Montgomery,1994,40192,Congregate Meals
27,Montgomery,1994,171151,Home Delivered Meals
28,Nassau,1994,257302,Congregate Meals
28,Nassau,1994,327094,Home Delivered Meals
29,Niagara,1994,147351,Congregate Meals
29,Niagara,1994,106097,Home Delivered Meals
30,Oneida,1994,99974,Congregate Meals
30,Oneida,1994,181534,Home Delivered Meals
31,Onondaga,1994,246920,Congregate Meals
31,Onondaga,1994,170870,Home Delivered Meals
32,Ontario,1994,29194,Congregate Meals
32,Ontario,1994,68305,Home Delivered Meals
33,Orange,1994,58348,Congregate Meals
33,Orange,1994,149426,Home Delivered Meals
34,Orleans,1994,19947,Congregate Meals
34,Orleans,1994,44018,Home Delivered Meals
35,Oswego,1994,44230,Congregate Meals
35,Oswego,1994,197730,Home Delivered Meals
36,Otsego,1994,59236,Congregate Meals
36,Otsego,1994,73469,Home Delivered Meals
37,Putnam,1994,38136,Congregate Meals
37,Putnam,1994,15319,Home Delivered Meals
38,Rensselaer,1994,54022,Congregate Meals
38,Rensselaer,1994,100909,Home Delivered Meals
39,Rockland,1994,83807,Congregate Meals
39,Rockland,1994,189372,Home Delivered Meals
40,St. Lawrence,1994,68478,Congregate Meals
40,St. Lawrence,1994,88970,Home Delivered Meals
41,Saratoga,1994,64351,Congregate Meals
41,Saratoga,1994,149332,Home Delivered Meals
42,Schenectady,1994,55104,Congregate Meals
42,Schenectady,1994,155689,Home Delivered Meals
43,Schoharie,1994,14339,Congregate Meals
43,Schoharie,1994,35234,Home Delivered Meals
44,Schuyler,1994,18506,Congregate Meals
44,Schuyler,1994,22141,Home Delivered Meals
45,Seneca,1994,24971,Congregate Meals
45,Seneca,1994,34603,Home Delivered Meals
46,Steuben,1994,50582,Congregate Meals
46,Steuben,1994,116945,Home Delivered Meals
47,Suffolk,1994,299894,Congregate Meals
47,Suffolk,1994,312077,Home Delivered Meals
48,Sullivan,1994,23128,Congregate Meals
48,Sullivan,1994,56724,Home Delivered Meals
49,Tioga,1994,17962,Congregate Meals
49,Tioga,1994,36830,Home Delivered Meals
50,Tompkins,1994,22507,Congregate Meals
50,Tompkins,1994,60355,Home Delivered Meals
51,Ulster,1994,24756,Congregate Meals
51,Ulster,1994,86156,Home Delivered Meals
52,Warren/Hamilton,1994,64235,Congregate Meals
52,Warren/Hamilton,1994,152973,Home Delivered Meals
53,Washington,1994,26390,Congregate Meals
53,Washington,1994,105245,Home Delivered Meals
54,Wayne,1994,23243,Congregate Meals
54,Wayne,1994,23042,Home Delivered Meals
55,Westchester,1994,283535,Congregate Meals
55,Westchester,1994,262745,Home Delivered Meals
56,Wyoming,1994,15498,Congregate Meals
56,Wyoming,1994,48915,Home Delivered Meals
57,Yates,1994,22772,Congregate Meals
57,Yates,1994,20983,Home Delivered Meals
60,New York City,1994,9579418,Congregate Meals
60,New York City,1994,4133945,Home Delivered Meals
62,Seneca Nation,1994,11122,Congregate Meals
62,Seneca Nation,1994,15450,Home Delivered Meals
63,St. Regis,1994,8528,Congregate Meals
63,St. Regis,1994,16624,Home Delivered Meals
1,Albany,1995,150411,Congregate Meals
1,Albany,1995,298901,Home Delivered Meals
2,Allegany,1995,20358,Congregate Meals
2,Allegany,1995,59559,Home Delivered Meals
3,Broome,1995,114642,Congregate Meals
3,Broome,1995,125192,Home Delivered Meals
4,Cattaraugus,1995,93457,Congregate Meals
4,Cattaraugus,1995,80402,Home Delivered Meals
5,Cayuga,1995,33345,Congregate Meals
5,Cayuga,1995,71859,Home Delivered Meals
6,Chautauqua,1995,75224,Congregate Meals
6,Chautauqua,1995,202894,Home Delivered Meals
7,Chemung,1995,44831,Congregate Meals
7,Chemung,1995,63982,Home Delivered Meals
8,Chenango,1995,30262,Congregate Meals
8,Chenango,1995,63436,Home Delivered Meals
9,Clinton,1995,43858,Congregate Meals
9,Clinton,1995,108805,Home Delivered Meals
10,Columbia,1995,30174,Congregate Meals
10,Columbia,1995,74948,Home Delivered Meals
11,Cortland,1995,50398,Congregate Meals
11,Cortland,1995,62055,Home Delivered Meals
12,Delaware,1995,44543,Congregate Meals
12,Delaware,1995,44952,Home Delivered Meals
13,Dutchess,1995,55091,Congregate Meals
13,Dutchess,1995,98811,Home Delivered Meals
14,Erie,1995,571165,Congregate Meals
14,Erie,1995,698910,Home Delivered Meals
15,Essex,1995,43532,Congregate Meals
15,Essex,1995,98091,Home Delivered Meals
16,Franklin,1995,69475,Congregate Meals
16,Franklin,1995,98687,Home Delivered Meals
17,Fulton,1995,21369,Congregate Meals
17,Fulton,1995,90317,Home Delivered Meals
18,Genesee,1995,21686,Congregate Meals
18,Genesee,1995,58669,Home Delivered Meals
19,Greene,1995,37136,Congregate Meals
19,Greene,1995,86555,Home Delivered Meals
21,Herkimer,1995,31330,Congregate Meals
21,Herkimer,1995,55072,Home Delivered Meals
22,Jefferson,1995,40985,Congregate Meals
22,Jefferson,1995,93833,Home Delivered Meals
23,Lewis,1995,23067,Congregate Meals
23,Lewis,1995,20694,Home Delivered Meals
24,Livingston,1995,15278,Congregate Meals
24,Livingston,1995,28316,Home Delivered Meals
25,Madison,1995,49469,Congregate Meals
25,Madison,1995,54534,Home Delivered Meals
26,Monroe,1995,216999,Congregate Meals
26,Monroe,1995,139804,Home Delivered Meals
27,Montgomery,1995,34798,Congregate Meals
27,Montgomery,1995,168659,Home Delivered Meals
28,Nassau,1995,271998,Congregate Meals
28,Nassau,1995,312960,Home Delivered Meals
29,Niagara,1995,151877,Congregate Meals
29,Niagara,1995,106729,Home Delivered Meals
30,Oneida,1995,97844,Congregate Meals
30,Oneida,1995,197643,Home Delivered Meals
31,Onondaga,1995,250425,Congregate Meals
31,Onondaga,1995,179448,Home Delivered Meals
32,Ontario,1995,26808,Congregate Meals
32,Ontario,1995,68365,Home Delivered Meals
33,Orange,1995,69802,Congregate Meals
33,Orange,1995,149618,Home Delivered Meals
34,Orleans,1995,19670,Congregate Meals
34,Orleans,1995,45104,Home Delivered Meals
35,Oswego,1995,47326,Congregate Meals
35,Oswego,1995,208335,Home Delivered Meals
36,Otsego,1995,59472,Congregate Meals
36,Otsego,1995,76007,Home Delivered Meals
37,Putnam,1995,36976,Congregate Meals
37,Putnam,1995,13560,Home Delivered Meals
38,Rensselaer,1995,51913,Congregate Meals
38,Rensselaer,1995,94350,Home Delivered Meals
39,Rockland,1995,81928,Congregate Meals
39,Rockland,1995,196350,Home Delivered Meals
40,St. Lawrence,1995,68810,Congregate Meals
40,St. Lawrence,1995,85627,Home Delivered Meals
41,Saratoga,1995,66066,Congregate Meals
41,Saratoga,1995,152578,Home Delivered Meals
42,Schenectady,1995,56326,Congregate Meals
42,Schenectady,1995,161339,Home Delivered Meals
43,Schoharie,1995,13711,Congregate Meals
43,Schoharie,1995,37998,Home Delivered Meals
44,Schuyler,1995,18611,Congregate Meals
44,Schuyler,1995,23120,Home Delivered Meals
45,Seneca,1995,22801,Congregate Meals
45,Seneca,1995,33148,Home Delivered Meals
46,Steuben,1995,56000,Congregate Meals
46,Steuben,1995,122007,Home Delivered Meals
47,Suffolk,1995,317575,Congregate Meals
47,Suffolk,1995,332316,Home Delivered Meals
48,Sullivan,1995,27265,Congregate Meals
48,Sullivan,1995,53580,Home Delivered Meals
49,Tioga,1995,18682,Congregate Meals
49,Tioga,1995,35497,Home Delivered Meals
50,Tompkins,1995,23729,Congregate Meals
50,Tompkins,1995,63031,Home Delivered Meals
51,Ulster,1995,27436,Congregate Meals
51,Ulster,1995,96959,Home Delivered Meals
52,Warren/Hamilton,1995,68069,Congregate Meals
52,Warren/Hamilton,1995,148912,Home Delivered Meals
53,Washington,1995,23851,Congregate Meals
53,Washington,1995,103413,Home Delivered Meals
54,Wayne,1995,22286,Congregate Meals
54,Wayne,1995,26544,Home Delivered Meals
55,Westchester,1995,284540,Congregate Meals
55,Westchester,1995,265719,Home Delivered Meals
56,Wyoming,1995,14749,Congregate Meals
56,Wyoming,1995,51503,Home Delivered Meals
57,Yates,1995,23291,Congregate Meals
57,Yates,1995,21832,Home Delivered Meals
60,New York City,1995,9621924,Congregate Meals
60,New York City,1995,4138564,Home Delivered Meals
